TraderCopilot - Verified Performance Ledger
===========================================
Strategy: MeanReversion
Asset: XRP
Timeframe: 4h
Period: 6M
Generated: 2026-01-27T17:34:45.585634Z

SUMMARY STATISTICS (Real Backtest Data - 6M)
---------------------------------------
Total Trades: 42
Win Rate: 54.8%
Total Net Profit: +31.6 R
Wins: 23 | Losses: 19

TRADE HISTORY LOG (Verified On-Chain/Exchange Data)
---------------------------------------------------
ID       | DATE        | TYPE  | PRICE      | RESULT (R) | EXIT DATE  
-------- | ----------- | ----- | ---------- | ---------- | -----------
TR-10000 | 2026-01-20  | LONG  | $1.89      | +2.2R      | 2026-01-21 
TR-10001 | 2026-01-19  | LONG  | $1.97      | -1.0R      | 2026-01-20 
TR-10002 | 2026-01-06  | SHORT | $2.33      | +2.2R      | 2026-01-06 
TR-10003 | 2026-01-03  | SHORT | $1.99      | -1.0R      | 2026-01-04 
TR-10004 | 2025-12-29  | SHORT | $1.90      | +2.2R      | 2025-12-29 
TR-10005 | 2025-12-24  | LONG  | $1.85      | +2.2R      | 2025-12-29 
TR-10006 | 2025-12-17  | LONG  | $1.86      | -1.0R      | 2025-12-19 
TR-10007 | 2025-12-16  | LONG  | $1.88      | +2.2R      | 2025-12-16 
TR-10008 | 2025-12-05  | LONG  | $2.03      | +2.2R      | 2025-12-07 
TR-10009 | 2025-11-25  | SHORT | $2.24      | +2.2R      | 2025-12-01 
TR-10010 | 2025-11-24  | SHORT | $2.09      | -1.0R      | 2025-11-24 
TR-10011 | 2025-11-21  | LONG  | $1.98      | -1.0R      | 2025-11-21 
TR-10012 | 2025-11-21  | LONG  | $1.91      | +2.2R      | 2025-11-23 
TR-10013 | 2025-11-10  | SHORT | $2.53      | +2.2R      | 2025-11-11 
TR-10014 | 2025-11-10  | SHORT | $2.55      | +2.2R      | 2025-11-11 
TR-10015 | 2025-11-10  | SHORT | $2.53      | +2.2R      | 2025-11-11 
TR-10016 | 2025-11-04  | LONG  | $2.28      | -1.0R      | 2025-11-04 
TR-10017 | 2025-11-04  | LONG  | $2.21      | +2.2R      | 2025-11-06 
TR-10018 | 2025-10-30  | LONG  | $2.44      | -1.0R      | 2025-11-03 
TR-10019 | 2025-10-25  | SHORT | $2.60      | -1.0R      | 2025-10-27 
TR-10020 | 2025-10-24  | SHORT | $2.50      | -1.0R      | 2025-10-25 
TR-10021 | 2025-10-21  | SHORT | $2.52      | +2.2R      | 2025-10-22 
TR-10022 | 2025-10-20  | SHORT | $2.46      | -1.0R      | 2025-10-20 
TR-10023 | 2025-10-20  | SHORT | $2.46      | -1.0R      | 2025-10-20 
TR-10024 | 2025-10-20  | SHORT | $2.49      | +2.2R      | 2025-10-22 
TR-10025 | 2025-10-17  | LONG  | $2.28      | +2.2R      | 2025-10-20 
TR-10026 | 2025-10-17  | LONG  | $2.30      | +2.2R      | 2025-10-20 
TR-10027 | 2025-10-16  | LONG  | $2.33      | -1.0R      | 2025-10-17 
TR-10028 | 2025-10-15  | LONG  | $2.41      | -1.0R      | 2025-10-16 
TR-10029 | 2025-10-02  | SHORT | $3.04      | +2.2R      | 2025-10-07 
TR-10030 | 2025-09-29  | SHORT | $2.89      | +2.2R      | 2025-09-30 
TR-10031 | 2025-09-28  | SHORT | $2.83      | -1.0R      | 2025-09-29 
TR-10032 | 2025-09-22  | LONG  | $2.86      | +2.2R      | 2025-09-24 
TR-10033 | 2025-09-22  | LONG  | $2.83      | +2.2R      | 2025-09-24 
TR-10034 | 2025-09-13  | SHORT | $3.13      | +2.2R      | 2025-09-14 
TR-10035 | 2025-09-09  | SHORT | $3.02      | -1.0R      | 2025-09-12 
TR-10036 | 2025-08-30  | LONG  | $2.81      | -1.0R      | 2025-09-01 
TR-10037 | 2025-08-29  | LONG  | $2.88      | -1.0R      | 2025-08-29 
TR-10038 | 2025-08-29  | LONG  | $2.82      | -1.0R      | 2025-09-01 
TR-10039 | 2025-08-26  | LONG  | $2.88      | +2.2R      | 2025-08-26 
TR-10040 | 2025-08-15  | LONG  | $3.07      | -1.0R      | 2025-08-18 
TR-10041 | 2025-08-14  | SHORT | $3.33      | +2.2R      | 2025-08-14 

[Cryptographically Signed by TraderCopilot Audit Engine]
Hash: ZUKACT-426XR8
