TraderCopilot - Verified Performance Ledger
===========================================
Strategy: MeanReversion
Asset: BNB
Timeframe: 1h
Period: 2Y
Generated: 2026-01-27T17:35:49.418869Z

SUMMARY STATISTICS (Real Backtest Data - 2Y)
---------------------------------------
Total Trades: 698
Win Rate: 41.8%
Total Net Profit: +236.4 R
Wins: 292 | Losses: 406

TRADE HISTORY LOG (Verified On-Chain/Exchange Data)
---------------------------------------------------
ID       | DATE        | TYPE  | PRICE      | RESULT (R) | EXIT DATE  
-------- | ----------- | ----- | ---------- | ---------- | -----------
TR-10000 | 2026-01-25  | LONG  | $885.94    | -1.0R      | 2026-01-25 
TR-10001 | 2026-01-25  | LONG  | $882.27    | -1.0R      | 2026-01-25 
TR-10002 | 2026-01-25  | LONG  | $882.12    | -1.0R      | 2026-01-25 
TR-10003 | 2026-01-25  | LONG  | $881.80    | -1.0R      | 2026-01-25 
TR-10004 | 2026-01-25  | LONG  | $878.36    | +2.2R      | 2026-01-25 
TR-10005 | 2026-01-25  | LONG  | $863.94    | +2.2R      | 2026-01-26 
TR-10006 | 2026-01-21  | LONG  | $881.01    | -1.0R      | 2026-01-21 
TR-10007 | 2026-01-21  | LONG  | $871.54    | +2.2R      | 2026-01-21 
TR-10008 | 2026-01-20  | LONG  | $905.33    | -1.0R      | 2026-01-20 
TR-10009 | 2026-01-17  | SHORT | $950.52    | +2.2R      | 2026-01-18 
TR-10010 | 2026-01-13  | SHORT | $941.79    | -1.0R      | 2026-01-13 
TR-10011 | 2026-01-13  | SHORT | $946.20    | +2.2R      | 2026-01-14 
TR-10012 | 2026-01-12  | LONG  | $901.85    | +2.2R      | 2026-01-12 
TR-10013 | 2026-01-11  | LONG  | $904.45    | -1.0R      | 2026-01-11 
TR-10014 | 2026-01-11  | LONG  | $902.68    | -1.0R      | 2026-01-12 
TR-10015 | 2026-01-11  | LONG  | $904.32    | -1.0R      | 2026-01-12 
TR-10016 | 2026-01-10  | SHORT | $906.29    | -1.0R      | 2026-01-10 
TR-10017 | 2026-01-10  | SHORT | $907.36    | -1.0R      | 2026-01-10 
TR-10018 | 2026-01-07  | LONG  | $897.12    | -1.0R      | 2026-01-08 
TR-10019 | 2026-01-05  | SHORT | $903.25    | +2.2R      | 2026-01-05 
TR-10020 | 2026-01-05  | SHORT | $911.12    | -1.0R      | 2026-01-06 
TR-10021 | 2026-01-05  | SHORT | $912.23    | -1.0R      | 2026-01-06 
TR-10022 | 2026-01-03  | LONG  | $873.00    | +2.2R      | 2026-01-04 
TR-10023 | 2026-01-02  | SHORT | $864.90    | -1.0R      | 2026-01-02 
TR-10024 | 2026-01-02  | SHORT | $866.15    | -1.0R      | 2026-01-02 
TR-10025 | 2026-01-02  | SHORT | $866.33    | -1.0R      | 2026-01-02 
TR-10026 | 2026-01-02  | SHORT | $867.93    | -1.0R      | 2026-01-02 
TR-10027 | 2026-01-02  | SHORT | $880.75    | +2.2R      | 2026-01-03 
TR-10028 | 2025-12-28  | SHORT | $859.00    | -1.0R      | 2025-12-29 
TR-10029 | 2025-12-27  | SHORT | $840.25    | -1.0R      | 2025-12-27 
TR-10030 | 2025-12-25  | LONG  | $838.07    | +2.2R      | 2025-12-25 
TR-10031 | 2025-12-25  | LONG  | $836.95    | +2.2R      | 2025-12-25 
TR-10032 | 2025-12-24  | SHORT | $847.61    | +2.2R      | 2025-12-25 
TR-10033 | 2025-12-23  | LONG  | $849.14    | -1.0R      | 2025-12-23 
TR-10034 | 2025-12-23  | LONG  | $844.17    | -1.0R      | 2025-12-24 
TR-10035 | 2025-12-22  | SHORT | $865.40    | +2.2R      | 2025-12-22 
TR-10036 | 2025-12-19  | SHORT | $860.44    | +2.2R      | 2025-12-21 
TR-10037 | 2025-12-17  | LONG  | $858.86    | +2.2R      | 2025-12-17 
TR-10038 | 2025-12-15  | LONG  | $851.19    | +2.2R      | 2025-12-16 
